concept,methods,category
445863004,"['360037004 | Imaging - action (qualifier value) |', '278110001 | Radiographic imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
74854002,"['129392009 | Cauterization - action (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
89522007,"['257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
307657009,"['257903006 | Repair - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129354008 | Exteriorization - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
1172516002,"['129445006 | Administration - action (qualifier value) |', '129406001 | Transplantation - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
64928005,"['257903006 | Repair - action (qualifier value) |', '129357001 | Closure - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
870249004,"['129445006 | Administration - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
448137007,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174124008,"['360021005 | Bypass - action (qualifier value) |', '257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
448608009,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
12350003,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '129433002 | Inspection - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174121000,"['360021005 | Bypass - action (qualifier value) |', '257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174334007,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
168836005,"['360037004 | Imaging - action (qualifier value) |', '278110001 | Radiographic imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
241167005,"['360037004 | Imaging - action (qualifier value) |', '278110001 | Radiographic imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
312235007,"['257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
72662009,"['129419002 | Dilation - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
252636004,"['129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
425767004,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
431778005,"['360037004 | Imaging - action (qualifier value) |', '313029009 | Brachytherapy - action (qualifier value) |', '312275004 | Fluoroscopic imaging - action (qualifier value) |', '278110001 | Radiographic imaging - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
394902000,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
442806002,"['257903006 | Repair - action (qualifier value) |', '257742003 | Direct anastomosis - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
235390000,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
274295008,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
228661008,,
315328007,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
54686006,"['129314006 | Biopsy - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
169360009,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174180002,"['129390001 | Coagulation - action (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174357001,"['129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
307508001,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
443908009,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
4558008,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
28905001,"['129323009 | Scraping - action (qualifier value) |', '129319001 | Curettage - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
429057009,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
